player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Wyatt Teller,46131,G,CLV,13,0,8,57.3,100.0,138,49.8,138,65.7,1,100.0,277,277,76.3,100.0,113,40.8,113
Jaxson Dart,146409,QB,NYG,14,0,21,60.3,82.1,110,40.0,134,60.2,0,84.9,275,324,60.0,96.4,161,58.5,167
Charlie Kolar,60917,TE,BLT,17,0,3,76.0,100.0,111,40.4,111,71.5,1,100.0,275,275,62.0,100.0,127,46.2,127
Lamar Jackson,46416,QB,BLT,13,0,3,60.3,91.2,93,34.3,102,60.7,0,88.0,271,308,60.0,91.4,159,58.7,174
Daniel Jones,39395,QB,IND,13,0,14,60.4,99.3,147,54.2,148,60.3,0,91.9,271,295,60.0,98.3,115,42.4,117
Austin Hooper,10715,TE,NE,16,0,19,50.0,100.0,142,52.6,142,57.8,2,100.0,270,270,61.2,100.0,71,26.3,71
John Bates,42275,TE,WAS,15,0,32,54.5,100.0,171,63.3,171,57.8,1,100.0,270,270,62.0,100.0,95,35.2,95
Dan Feeney,11826,G,TB,11,0,30,43.6,100.0,122,45.4,122,49.2,0,100.0,269,269,62.0,100.0,128,47.6,128
Colston Loveland,158540,TE,CHI,16,0,6,61.9,100.0,77,28.7,77,68.6,0,99.6,268,269,72.7,100.0,169,63.1,169
Austin Corbett,46290,G,CAR,12,0,5,56.3,100.0,100,37.3,100,66.7,0,100.0,268,268,69.4,100.0,140,52.2,140
Darnell Washington,124044,TE,PIT,16,0,25,61.8,100.0,71,26.6,71,73.1,0,100.0,267,267,75.2,100.0,163,61.0,163
Dalton Risner,47008,G,CIN,13,0,7,59.6,100.0,117,44.3,117,69.0,1,100.0,264,264,76.8,100.0,118,44.7,118
Andrei Iosivas,109811,WR,CIN,17,0,7,62.6,100.0,109,41.3,109,53.4,0,98.9,264,267,57.1,100.0,135,51.1,135
Chris Olave,84355,WR,NO,16,0,20,59.4,100.0,78,29.8,78,57.5,0,100.0,262,262,59.1,100.0,167,63.7,167
Dillon Radunz,30551,G,NO,11,0,20,46.5,100.0,73,28.0,73,49.0,1,100.0,261,261,56.6,100.0,161,61.7,161
Alex Palczewski,59738,G,DEN,16,0,10,53.4,100.0,145,55.8,145,53.3,2,100.0,260,260,57.8,100.0,79,30.4,79
Larry Borom,59879,T,MIA,12,0,17,67.3,100.0,103,39.6,103,54.4,0,100.0,260,260,50.4,100.0,142,54.6,142
Luke Goedeke,77548,T,TB,11,0,30,68.3,100.0,115,44.2,115,73.0,0,100.0,260,260,72.2,100.0,124,47.7,124
Kyle Juszczyk,7912,FB,SF,17,0,28,48.9,100.0,66,25.5,66,51.8,1,98.9,259,262,64.6,100.0,164,63.3,164
Travis Kelce,7844,TE,KC,17,0,16,58.3,98.6,68,26.3,69,53.8,0,99.6,259,260,55.7,100.0,168,64.9,168
Warren McClendon Jr.,99081,T,LA,10,0,26,73.9,100.0,131,50.6,131,86.7,0,100.0,259,259,81.8,100.0,109,42.1,109
Juwan Johnson,28305,TE,NO,17,0,20,43.2,100.0,88,34.2,88,47.2,1,100.0,257,257,57.3,100.0,141,54.9,141
Nico Collins,61441,WR,HST,15,0,13,69.1,100.0,128,49.8,128,58.0,1,99.2,257,259,69.1,100.0,108,42.0,108
Elic Ayomanor,157263,WR,TEN,16,0,31,44.9,100.0,111,43.7,111,32.1,1,100.0,254,254,61.9,100.0,130,51.2,130
Michael Jordan,28021,G,TB,11,0,30,43.0,100.0,120,47.2,120,39.3,0,100.0,254,254,47.0,100.0,117,46.1,117
Zach Tom,55443,T,GB,11,0,12,74.7,100.0,100,39.5,100,81.9,0,100.0,253,253,83.6,100.0,131,51.8,131
Broderick Jones,124025,T,PIT,11,0,25,48.0,100.0,78,31.0,78,50.6,0,100.0,252,252,54.5,100.0,150,59.5,150
Jeremy Ruckert,84029,TE,NYJ,17,0,22,53.7,100.0,68,27.1,68,59.0,1,100.0,251,251,67.1,100.0,152,60.6,152
Tre Harris,122676,WR,LAC,16,0,27,54.8,100.0,118,47.4,118,41.8,1,99.2,249,251,55.7,100.0,104,41.8,104
Michael Wilson,84423,WR,ARZ,17,0,1,56.6,100.0,158,63.7,158,51.2,0,100.0,248,248,58.7,100.0,79,31.9,79
Ladd McConkey,124030,WR,LAC,16,0,27,40.6,100.0,112,45.5,112,42.3,2,100.0,246,246,64.2,100.0,123,50.0,123
Jawaan Taylor,41665,T,KC,12,0,16,45.2,100.0,64,26.3,64,43.8,3,100.0,243,243,48.2,100.0,147,60.5,147
Theo Benedet,169632,T,CHI,14,0,6,60.6,100.0,79,32.5,79,65.7,1,100.0,243,243,70.5,100.0,139,57.2,139
Paris Johnson Jr.,129749,T,ARZ,12,0,1,70.3,100.0,170,70.2,170,72.9,0,100.0,242,242,67.4,100.0,57,23.6,57
Keon Coleman,144949,WR,BUF,13,0,4,67.5,100.0,111,46.4,111,75.7,0,100.0,239,239,77.7,100.0,108,45.2,108
Jordan Addison,123000,WR,MIN,14,0,18,55.4,100.0,84,35.1,84,66.9,0,99.2,239,241,71.9,100.0,134,56.1,134
KT Leveston,77487,T,CLV,13,0,8,60.2,100.0,92,38.5,92,67.7,3,100.0,239,239,72.6,100.0,119,49.8,119
Stone Forsythe,41795,T,LV,15,0,23,62.7,100.0,74,31.0,74,56.1,0,100.0,239,239,59.3,100.0,136,56.9,136
Ben Bredeson,27305,G,TB,11,0,30,44.1,100.0,149,62.6,149,44.1,1,100.0,238,238,47.6,100.0,72,30.3,72
Dalton Schultz,47304,TE,HST,17,0,13,54.0,100.0,99,41.6,99,63.5,0,100.0,238,238,68.5,100.0,103,43.3,103
Luke Farrell,42353,TE,SF,17,0,28,73.7,100.0,60,25.2,60,74.7,0,100.0,238,238,73.1,100.0,144,60.5,144
Jordan Meredith,60235,C,LV,11,0,23,54.2,100.0,67,28.3,67,61.2,1,100.0,237,237,66.8,100.0,137,57.8,137
Brian Thomas Jr.,146760,WR,JAX,14,0,15,54.2,100.0,98,41.4,98,50.5,2,98.8,237,240,59.4,100.0,115,48.5,115
Luke Fortner,42028,C,NO,15,0,20,64.6,100.0,65,27.5,65,65.3,0,100.0,236,236,62.2,100.0,146,61.9,146
Payne Durham,84037,TE,TB,17,0,30,67.7,100.0,142,60.7,142,74.4,2,100.0,234,234,83.0,100.0,77,32.9,77
Gunnar Helm,144726,TE,TEN,16,1,31,50.5,100.0,124,53.0,124,58.5,1,100.0,234,234,71.7,100.0,98,41.9,98
Xavier Hutchinson,122518,WR,HST,17,1,13,65.6,100.0,108,46.2,108,58.6,2,99.2,234,236,51.2,100.0,102,43.6,102
Julian Hill,88685,TE,MIA,14,0,17,49.5,100.0,84,36.1,84,49.8,0,100.0,233,233,66.4,100.0,134,57.5,134
Mason Taylor,157122,TE,NYJ,13,0,22,49.1,100.0,57,24.5,57,63.1,0,100.0,233,233,64.4,100.0,150,64.4,150
Tyler Guyton,123076,T,DAL,10,0,9,70.1,100.0,89,38.4,89,64.9,0,100.0,232,232,58.4,100.0,118,50.9,118
Evan Brown,38709,G,ARZ,11,0,1,51.3,100.0,158,68.4,158,49.0,1,100.0,231,231,59.7,100.0,59,25.5,59
CeeDee Lamb,61570,WR,DAL,14,0,9,63.2,100.0,82,35.5,82,59.8,2,98.7,231,234,59.8,99.3,134,58.0,135
Trey Pipkins III,91462,T,LAC,12,0,27,44.4,100.0,108,47.0,108,42.7,0,100.0,230,230,44.5,100.0,93,40.4,93
Sam LaPorta,101690,TE,DET,9,0,11,66.0,100.0,81,35.2,81,64.9,0,100.0,230,230,65.2,100.0,130,56.5,130
Mark Andrews,47436,TE,BLT,17,0,3,66.7,100.0,70,30.4,70,67.1,1,95.8,230,240,76.0,100.0,140,60.9,140
Kirk Cousins,7102,QB,ATL,10,0,2,60.1,98.0,49,21.4,50,60.1,0,95.0,229,241,60.0,100.0,178,77.7,178
Brenton Strange,101694,TE,JAX,12,0,15,45.4,100.0,74,32.3,74,73.4,1,100.0,229,229,84.5,100.0,114,49.8,114
Anthony Belton,143985,G,GB,11,0,12,49.7,100.0,77,33.6,77,51.9,0,100.0,229,229,57.3,100.0,118,51.5,118
Mitchell Evans,147486,TE,CAR,17,0,5,60.4,100.0,100,43.9,100,69.5,1,99.6,228,229,78.7,100.0,104,45.6,104
Elgton Jenkins,46298,C,GB,9,0,12,55.7,100.0,91,39.9,91,60.6,1,100.0,228,228,61.7,100.0,115,50.4,115
Grant Calcaterra,60997,TE,PHI,15,0,24,51.0,100.0,83,36.6,83,48.1,0,100.0,227,227,48.4,100.0,99,43.6,99
Josh Oliver,47083,TE,MIN,15,0,18,58.8,100.0,97,42.7,97,64.0,1,100.0,227,227,72.0,100.0,111,48.9,111
Puka Nacua,100632,WR,LA,16,0,26,64.9,100.0,114,50.4,114,72.2,0,95.8,226,236,76.8,98.1,106,46.9,108
Scott Matlock,82482,FB,LAC,16,1,27,52.6,100.0,116,51.3,116,52.1,1,100.0,226,226,52.9,100.0,81,35.8,81
Brock Purdy,77672,QB,SF,9,0,28,60.0,100.0,53,23.6,53,60.0,0,93.8,225,240,60.0,97.6,160,71.1,164
Isaiah Adams,158192,G,ARZ,14,0,1,60.6,100.0,146,65.2,146,55.7,1,100.0,224,224,64.7,100.0,68,30.4,68
Noah Gray,60878,TE,KC,16,0,16,46.0,100.0,56,25.1,56,65.3,0,100.0,223,223,74.2,100.0,138,61.9,138
Blake Fisher,147479,T,HST,15,0,13,77.3,100.0,99,44.6,99,69.3,2,100.0,222,222,58.9,100.0,92,41.4,92
George Kittle,11901,TE,SF,11,0,28,73.2,100.0,70,31.5,70,71.2,0,99.6,222,223,71.2,100.0,130,58.6,130
Justin Skule,38951,T,MIN,11,0,18,49.4,100.0,82,36.9,82,61.2,1,100.0,222,222,67.4,100.0,116,52.3,116
Parker Washington,129799,WR,JAX,16,1,15,49.1,100.0,85,38.3,85,37.8,1,96.9,222,229,65.2,99.1,115,51.8,116
Brock Wright,60994,TE,DET,11,0,11,56.0,100.0,76,34.4,76,55.5,0,100.0,221,221,56.2,100.0,125,56.6,125
Michael Penix Jr.,82134,QB,ATL,9,0,2,60.0,98.1,52,23.6,53,60.1,0,96.5,220,228,60.0,100.0,163,74.1,163
Sam Cosmi,60114,G,WAS,9,0,32,73.4,100.0,108,49.1,108,72.3,0,100.0,220,220,65.5,100.0,100,45.5,100
Mo Alie-Cox,12078,TE,IND,17,0,14,67.5,100.0,133,60.5,133,64.6,0,100.0,220,220,63.4,100.0,63,28.6,63
Kendrick Bourne,12270,WR,SF,16,1,28,68.1,100.0,58,26.5,58,46.3,2,100.0,219,219,57.5,100.0,135,61.6,135
Isaiah Likely,83955,TE,BLT,14,0,3,61.7,100.0,73,33.5,73,66.5,2,100.0,218,218,58.8,100.0,120,55.0,120
Kelvin Beachum,7229,T,ARZ,15,0,1,40.3,100.0,145,67.1,145,49.0,2,100.0,216,216,72.9,100.0,61,28.2,61
Rashod Bateman,84296,WR,BLT,13,0,3,61.3,100.0,68,31.6,68,70.0,0,100.0,215,215,72.2,100.0,133,61.9,133
Deebo Samuel,48274,WR,WAS,16,0,32,58.3,92.2,107,49.8,116,53.6,1,92.3,215,233,59.4,98.0,100,46.5,102
Jacoby Brissett,10725,QB,ARZ,14,0,1,60.8,100.0,145,67.4,145,60.8,0,93.1,215,231,60.0,95.7,67,31.2,70
Tyrell Shavers,61107,WR,BUF,17,0,4,61.0,100.0,102,47.4,102,51.3,0,100.0,215,215,70.9,100.0,77,35.8,77
Tee Higgins,61211,WR,CIN,15,0,7,62.3,100.0,78,36.4,78,49.0,0,100.0,214,214,62.3,100.0,112,52.3,112
Xavier Legette,99197,WR,CAR,14,0,5,59.8,100.0,89,41.8,89,48.4,1,99.5,213,214,56.9,100.0,117,54.9,117
Ben Sinnott,122616,TE,WAS,15,0,32,54.3,100.0,122,57.3,122,63.6,0,100.0,213,213,73.0,100.0,71,33.3,71
Olamide Zaccheaus,44920,WR,CHI,16,0,6,59.8,100.0,81,38.0,81,43.1,0,98.2,213,217,54.9,100.0,116,54.5,116
David Sills V,34579,WR,ATL,17,0,2,64.9,100.0,46,21.8,46,51.7,0,100.0,211,211,57.6,100.0,158,74.9,158
Johnny Mundt,12206,TE,JAX,16,0,15,57.7,100.0,79,37.4,79,73.3,1,100.0,211,211,80.2,100.0,94,44.5,94
Kayshon Boutte,124087,WR,NE,14,0,19,60.6,100.0,115,54.8,115,48.1,0,100.0,210,210,69.7,100.0,70,33.3,70
T.J. Hockenson,40912,TE,MIN,15,0,18,50.6,100.0,82,39.0,82,57.7,1,99.5,210,211,73.4,100.0,118,56.2,118
Quentin Johnston,123085,WR,LAC,14,0,27,55.1,100.0,97,46.4,97,51.6,0,99.1,209,211,61.5,99.0,98,46.9,99
Blake Brandel,46282,C,MIN,14,0,18,72.9,100.0,74,35.4,74,61.9,1,100.0,209,209,64.2,100.0,116,55.5,116
Ozzy Trapilo,123552,T,CHI,11,0,6,64.3,100.0,63,30.3,63,63.6,1,100.0,208,208,66.7,100.0,126,60.6,126
JuJu Smith-Schuster,11817,WR,KC,17,0,16,62.6,100.0,63,30.4,63,31.1,0,100.0,207,207,64.5,100.0,121,58.5,121
Joe Flacco,4332,QB,CIN,13,0,7,60.3,100.0,94,45.6,94,60.3,0,92.4,206,223,60.3,99.0,97,47.1,98
Rob Havenstein,9490,T,LA,7,0,26,61.1,100.0,87,42.2,87,63.5,0,100.0,206,206,61.8,100.0,95,46.1,95
Trey Smith,62960,G,KC,12,0,16,58.1,100.0,47,22.8,47,63.0,1,100.0,206,206,65.4,100.0,131,63.6,131
Luke Schoonmaker,84005,TE,DAL,17,0,9,48.3,100.0,67,32.7,67,54.2,0,100.0,205,205,64.7,100.0,102,49.8,102
Trevor Penning,59963,G,LAC,13,0,27,57.7,100.0,100,48.8,100,56.9,2,100.0,205,205,60.0,100.0,87,42.4,87
Jake Ferguson,61081,TE,DAL,17,0,9,53.9,100.0,83,40.5,83,57.6,0,100.0,205,205,65.1,100.0,106,51.7,106
Davante Adams,8688,WR,LA,14,0,26,69.3,100.0,104,51.0,104,66.3,0,100.0,204,204,61.0,100.0,87,42.6,87
Jordan Whittington,97623,WR,LA,15,0,26,61.9,100.0,84,41.6,84,58.0,1,98.5,202,205,67.7,100.0,87,43.1,87
Jonah Williams,41651,T,ARZ,9,0,1,51.7,100.0,140,69.7,140,56.9,0,100.0,201,201,61.3,100.0,47,23.4,47
Jalen Nailor,84292,WR,MIN,17,0,18,55.5,100.0,65,32.5,65,51.7,1,99.0,200,202,72.5,100.0,125,62.5,125
Justin Dedich,83018,G,LA,9,0,26,72.4,100.0,85,43.8,85,70.8,0,100.0,194,194,65.8,100.0,84,43.3,84
J.J. McCarthy,144918,QB,MIN,10,0,18,60.0,98.9,86,44.6,87,60.1,0,91.0,193,212,60.0,97.0,96,49.7,99
Patrick Ricard,48862,FB,BLT,11,1,3,67.5,100.0,73,37.8,73,70.4,1,99.0,193,195,66.4,100.0,103,53.4,103
Marcus Mariota,9435,QB,WAS,11,0,32,61.1,86.1,99,51.3,115,61.0,0,85.8,193,225,60.4,94.7,89,46.1,94
Brevyn Spann-Ford,84006,TE,DAL,17,0,9,51.9,100.0,70,36.3,70,68.3,0,100.0,193,193,75.6,100.0,90,46.6,90
Spencer Burford,81920,G,SF,10,0,28,45.4,100.0,39,20.3,39,62.6,0,100.0,192,192,71.3,100.0,125,65.1,125
Bobby Hart,9659,T,LAC,9,0,27,52.6,100.0,88,45.8,88,45.3,0,100.0,192,192,45.3,100.0,90,46.9,90
Trent Brown,9677,T,HST,7,0,13,78.7,100.0,79,41.4,79,71.3,1,100.0,191,191,63.1,100.0,91,47.6,91
Brock Hoffman,54535,C,DAL,10,0,9,49.6,100.0,78,41.1,78,56.9,0,100.0,190,190,67.6,100.0,87,45.8,87
Alec Ingold,34934,FB,MIA,17,1,17,48.1,100.0,59,31.1,59,50.3,1,99.0,190,192,62.4,100.0,126,66.3,126
Konata Mumpfield,145598,WR,LA,17,0,26,57.3,100.0,85,45.0,85,57.3,0,100.0,189,189,57.1,100.0,74,39.2,74
Josh Downs,122832,WR,IND,16,0,14,66.1,100.0,84,44.4,84,61.9,0,99.5,189,190,58.7,100.0,96,50.8,96
Alex Cappa,66578,C,LV,13,0,23,61.9,100.0,55,29.3,55,53.0,1,100.0,188,188,52.4,100.0,116,61.7,116
Mac Jones,60323,QB,SF,11,0,28,60.0,98.4,63,33.5,64,60.1,0,87.0,188,216,60.0,100.0,116,61.7,116
Oronde Gadsden II,144046,TE,LAC,15,0,27,35.2,100.0,70,37.4,70,32.5,0,100.0,187,187,40.2,100.0,93,49.7,93
Spencer Anderson,81719,G,PIT,16,0,25,56.1,100.0,49,26.2,49,59.6,1,100.0,187,187,60.2,100.0,120,64.2,120
Lane Johnson,7786,T,PHI,10,0,24,54.0,100.0,63,33.7,63,69.8,0,100.0,187,187,81.1,100.0,91,48.7,91
Luke Musgrave,98499,TE,GB,17,0,12,46.2,100.0,65,34.8,65,48.1,0,100.0,187,187,60.9,100.0,98,52.4,98
Michael Mayer,122906,TE,LV,13,0,23,56.3,100.0,56,30.1,56,52.0,1,100.0,186,186,55.8,100.0,107,57.5,107
Tucker Kraft,104034,TE,GB,8,0,12,61.6,100.0,81,44.0,81,62.0,0,99.5,184,185,69.3,100.0,90,48.9,90
Charlie Heck,36501,T,TB,12,0,30,54.3,100.0,115,62.5,115,44.0,0,100.0,184,184,41.7,100.0,59,32.1,59
Ryan Flournoy,159617,WR,DAL,15,0,9,71.2,100.0,66,36.1,66,74.3,0,97.9,183,187,74.7,100.0,96,52.5,96
Van Jefferson,47447,WR,TEN,16,0,31,61.9,100.0,72,39.3,72,34.4,0,100.0,183,183,58.1,100.0,100,54.6,100
Tyler Shough,83537,QB,NO,11,0,20,60.7,94.0,47,25.8,50,60.7,0,87.9,182,207,60.2,94.7,125,68.7,132
Khalil Shakir,84140,WR,BUF,16,0,4,63.3,100.0,76,41.8,76,61.5,1,100.0,182,182,62.2,100.0,94,51.6,94
Jonnu Smith,11855,TE,PIT,17,1,25,58.0,97.7,43,23.6,44,42.7,2,95.3,182,191,50.3,97.6,120,65.9,123
John FitzPatrick,83974,TE,GB,15,1,12,65.2,100.0,79,43.6,79,66.0,3,100.0,181,181,59.0,100.0,80,44.2,80
David Njoku,11784,TE,CLV,12,0,8,47.6,100.0,79,43.6,79,43.1,0,100.0,181,181,50.9,100.0,84,46.4,84
Xavier Worthy,144718,WR,KC,14,0,16,56.3,95.1,39,21.5,41,60.7,0,95.3,181,190,62.8,100.0,134,74.0,134
Eric Saubert,11929,TE,SEA,11,0,29,59.7,100.0,57,31.7,57,61.0,1,100.0,180,180,61.7,100.0,100,55.6,100
Cedric Tillman,84434,WR,CLV,13,0,8,45.6,100.0,72,40.0,72,42.9,0,100.0,180,180,60.8,100.0,95,52.8,95
Jalen Tolbert,61637,WR,DAL,13,0,9,47.7,100.0,76,42.2,76,45.1,1,100.0,180,180,56.6,100.0,90,50.0,90
Christian Darrisaw,77373,T,MIN,10,0,18,70.4,100.0,68,38.0,68,69.8,0,100.0,179,179,66.9,100.0,96,53.6,96
Chimere Dike,129918,WR,TEN,17,0,31,56.5,96.8,60,33.5,62,35.7,2,94.7,179,189,61.5,100.0,111,62.0,111
Chigoziem Okonkwo,84000,TE,TEN,17,0,31,30.4,100.0,65,36.3,65,27.9,0,100.0,179,179,53.7,100.0,94,52.5,94
John Metchie III,97400,WR,NYJ,16,0,22,41.0,100.0,54,30.5,54,49.8,1,98.3,177,180,52.7,100.0,105,59.3,105
Justin Fields,82118,QB,NYJ,9,0,22,60.0,87.3,48,27.3,55,60.0,0,79.6,176,221,60.0,85.2,121,68.8,142
Ricky Pearsall,100660,WR,SF,9,0,28,58.1,100.0,41,23.3,41,47.6,0,98.9,176,178,53.0,100.0,125,71.0,125
Jamaree Salyer,81656,T,LAC,10,0,27,59.6,100.0,88,50.0,88,61.5,2,100.0,176,176,65.5,100.0,69,39.2,69
Ben Powers,41482,G,DEN,8,0,10,47.0,100.0,82,46.9,82,62.0,0,100.0,175,175,65.3,100.0,66,37.7,66
Durham Smythe,47257,TE,CHI,17,0,6,67.3,100.0,46,26.3,46,53.0,1,100.0,175,175,47.6,100.0,102,58.3,102
Austin Deculus,59821,T,LAC,12,0,27,58.1,100.0,81,46.6,81,46.9,0,100.0,174,174,47.8,100.0,68,39.1,68
Rashid Shaheed,63707,WR,SEA,18,0,29,57.0,96.8,60,34.7,62,31.6,2,94.5,173,183,56.4,98.1,103,59.5,105
Adonai Mitchell,146712,WR,NYJ,14,0,22,55.2,100.0,61,35.3,61,52.1,1,99.4,173,174,53.9,100.0,97,56.1,97
Erik McCoy,37347,C,NO,7,0,20,65.9,100.0,68,39.3,68,62.2,0,100.0,173,173,63.0,100.0,90,52.0,90
Tez Johnson,123709,WR,TB,16,0,30,58.0,100.0,80,46.2,80,58.2,0,97.2,173,178,51.7,100.0,85,49.1,85
Reggie Gilliam,40951,FB,BUF,17,0,4,70.4,100.0,71,41.3,71,73.5,0,98.9,172,174,73.7,100.0,59,34.3,59
Chris Moore,10741,WR,WAS,14,0,32,57.3,100.0,90,52.3,90,38.9,0,100.0,172,172,56.1,100.0,65,37.8,65
Jaylon Moore,43678,T,KC,13,0,16,54.7,100.0,41,24.1,41,62.9,0,100.0,170,170,70.7,100.0,101,59.4,101
Joe Burrow,28022,QB,CIN,8,0,7,60.0,100.0,88,51.8,88,60.0,0,97.1,170,175,60.0,100.0,73,42.9,73
Connor Colby,144862,G,SF,9,0,28,46.7,100.0,50,29.4,50,62.5,1,100.0,170,170,71.6,100.0,94,55.3,94
Devaughn Vele,100637,WR,NO,13,0,20,52.3,100.0,41,24.1,41,45.1,0,100.0,170,170,57.4,100.0,114,67.1,114
Jack Westover,84079,FB,NE,16,0,19,55.2,100.0,77,45.6,77,49.7,1,100.0,169,169,49.1,100.0,45,26.6,45
Terrance Ferguson,146563,TE,LA,12,0,26,69.4,100.0,79,46.7,79,72.9,1,99.4,169,170,70.4,100.0,73,43.2,73
Brandon Coleman,123068,T,WAS,11,0,32,64.1,100.0,87,51.8,87,69.0,1,100.0,168,168,77.7,100.0,67,39.9,67
Cade Stover,101486,TE,HST,9,0,13,46.0,100.0,76,45.2,76,55.1,1,96.6,168,174,64.8,100.0,75,44.6,75
Brock Bowers,146715,TE,LV,12,0,23,63.0,100.0,52,31.1,52,50.6,0,98.8,167,169,59.2,100.0,97,58.1,97
Andrew Wylie,12333,G,WAS,12,0,32,49.2,100.0,96,57.5,96,45.0,0,100.0,167,167,49.9,100.0,61,36.5,61
Malik Washington,97108,WR,MIA,17,0,17,68.9,96.7,59,35.8,61,43.9,0,92.2,165,179,55.2,96.1,99,60.0,103
Ryan Van Demark,55113,T,BUF,9,0,4,63.5,100.0,73,44.2,73,74.3,2,100.0,165,165,73.1,100.0,66,40.0,66
Brandin Cooks,8655,WR,BUF,15,0,4,58.4,100.0,56,34.1,56,51.3,0,100.0,164,164,67.6,100.0,97,59.1,97
Mike Caliendo,41446,G,KC,12,0,16,56.2,100.0,47,28.7,47,63.8,0,100.0,164,164,66.6,100.0,97,59.1,97
Ben Brown,59869,G,NE,8,0,19,67.7,100.0,81,49.7,81,66.4,1,100.0,163,163,53.8,100.0,48,29.4,48
Jahan Dotson,84375,WR,PHI,17,0,24,59.8,100.0,44,27.3,44,68.8,0,100.0,161,161,66.0,100.0,101,62.7,101
Ian Thomas,42130,TE,LV,15,0,23,55.1,100.0,50,31.3,50,56.7,0,100.0,160,160,56.0,100.0,88,55.0,88
Jack Conklin,10642,T,CLV,8,0,8,64.3,100.0,73,45.9,73,67.1,1,100.0,159,159,69.6,100.0,72,45.3,72
Christian Watson,66581,WR,GB,10,0,12,61.4,100.0,58,36.5,58,56.4,0,99.4,159,160,55.0,100.0,87,54.7,87
Pat Freiermuth,84085,TE,PIT,17,0,25,55.8,100.0,51,32.1,51,53.7,0,100.0,159,159,68.1,100.0,84,52.8,84
Shedeur Sanders,131396,QB,CLV,8,0,8,60.0,100.0,44,27.7,44,60.1,0,97.5,159,163,60.0,98.9,94,59.1,95
Josh Simmons,88924,T,KC,8,0,16,58.9,100.0,48,30.2,48,48.1,0,100.0,159,159,45.4,100.0,98,61.6,98
Matthew Golden,156165,WR,GB,14,0,12,50.9,100.0,52,32.9,52,46.6,0,94.6,158,167,55.2,99.0,98,62.0,99
Tim Patrick,12087,WR,JAX,16,1,15,55.3,100.0,57,36.1,57,61.1,2,100.0,158,158,54.3,100.0,68,43.0,68
Dontayvion Wicks,99711,WR,GB,14,1,12,59.5,100.0,64,41.0,64,51.3,1,100.0,156,156,54.1,100.0,83,53.2,83
Olusegun Oluwatimi,98581,C,SEA,8,0,29,65.6,100.0,61,39.1,61,62.3,0,100.0,156,156,62.0,100.0,80,51.3,80
Spencer Rattler,97408,QB,NO,8,0,20,61.1,84.8,56,36.1,66,60.8,0,89.1,155,174,60.0,97.8,91,58.7,93
Marvin Harrison Jr.,145056,WR,ARZ,12,0,1,58.9,100.0,102,66.2,102,59.9,0,100.0,154,154,63.5,100.0,44,28.6,44
Brett Toth,46848,G,PHI,11,0,24,80.3,100.0,70,46.1,70,75.6,2,100.0,152,152,61.1,100.0,61,40.1,61
Foster Moreau,47043,TE,NO,11,0,20,48.6,100.0,44,28.9,44,50.0,0,100.0,152,152,58.6,100.0,91,59.9,91
Pat Bryant,144800,WR,DEN,15,0,10,60.7,100.0,68,44.7,68,39.7,0,100.0,152,152,61.8,100.0,68,44.7,68
Elijah Higgins,98027,TE,ARZ,17,1,1,60.0,100.0,100,66.2,100,58.3,1,100.0,151,151,67.6,100.0,41,27.2,41
Austin Schlottmann,30097,C,NYG,8,0,21,70.0,100.0,67,44.4,67,69.8,1,100.0,151,151,79.6,100.0,68,45.0,68
Tucker Fisk,52286,TE,LAC,10,0,27,60.2,100.0,80,53.3,80,55.7,0,100.0,150,150,46.8,100.0,52,34.7,52
Nick Westbrook-Ikhine,47861,WR,MIA,15,0,17,60.8,100.0,61,40.7,61,63.8,0,100.0,150,150,62.0,100.0,83,55.3,83
Chris Manhertz,10211,TE,NYG,17,0,21,58.6,100.0,51,34.0,51,69.9,1,100.0,150,150,73.9,100.0,81,54.0,81
Tyler Higbee,10744,TE,LA,10,0,26,64.1,100.0,66,44.3,66,68.2,0,100.0,149,149,74.5,100.0,69,46.3,69
Terry McLaurin,48229,WR,WAS,10,0,32,57.1,100.0,75,50.3,75,54.8,0,100.0,149,149,58.8,100.0,65,43.6,65
Stefon Diggs,9579,WR,NE,17,0,19,60.6,100.0,75,50.7,75,48.7,0,100.0,148,148,56.8,100.0,56,37.8,56
Troy Franklin,146567,WR,DEN,17,1,10,54.2,100.0,53,35.8,53,42.8,1,97.4,148,152,59.1,98.7,76,51.4,77
Jalen Rivers,122221,G,CIN,10,0,7,55.0,100.0,50,33.8,50,34.8,1,100.0,148,148,30.0,100.0,76,51.4,76
Noah Fant,42388,TE,CIN,15,0,7,60.6,100.0,56,38.6,56,58.9,1,100.0,145,145,69.2,100.0,76,52.4,76
Jackson Powers-Johnson,146550,G,LV,7,0,23,51.2,100.0,40,27.8,40,66.6,0,100.0,144,144,71.7,100.0,87,60.4,87
Asim Richards,99674,T,NO,8,0,20,38.3,100.0,38,26.4,38,43.9,0,100.0,144,144,51.5,100.0,92,63.9,92
